YYYY-MM-DD;DO1;DO2;DO3;DO4;DO5;avg pax DO1;avg pax DO2;avg pax DO3;avg pax DO4;avg pax DO5;avg fare DO1;avg fare DO2;avg fare DO3;avg fare DO4;avg fare DO5;stddev fare DO1;stddev fare DO2;stddev fare DO3;stddev fare DO4;stddev fare DO5
2021-12-01;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.3672174929060257;1.3502706478086257;1.3547400611620795;1.3420312100281402;1.3441662226957911;10.093256551493907;9.881211803736685;12.446085626911316;12.39754412893323;11.6957378795951;6.360523624073522;6.143152837312615;9.233258712310295;9.134429441785304;9.856365098736639
2021-12-02;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;1.3810066786121518;1.3811069354287666;1.4027752748242928;1.388002059732235;1.519205644107656;10.170915458543737;10.162931329005808;12.644350333393405;12.508604531410915;16.396616148419128;6.04909347347663;6.543296193414881;9.200797859167453;9.544516174127077;14.087370785371965
2021-12-03;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.3901558654634947;1.3817100891764293;1.4325553797468353;1.6096866096866096;1.4396617986164488;9.909985233798196;9.470886518622137;12.32389042721519;15.407564102564104;11.25047399436331;6.180608754767783;5.674654836433584;9.424067815687486;13.092508592081067;8.176752771769305
2021-12-04;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;Manhattan,East Village,Yellow Zone;1.4570182724252492;1.4335604770017036;1.5363427697016068;1.485780765253361;1.5122853368560105;9.509136212624584;9.781452299829642;14.034702881917879;10.777898138572906;11.67207397622193;6.636406109055115;6.957751613948796;11.409214935792278;7.36059061746735;7.517093005565304
2021-12-05;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.4621230111612444;1.4599713055954089;1.5049034175334324;1.484714780964387;1.491273432449903;9.962265495131799;9.588005738880918;13.93658543833581;11.044831389851876;11.408500323206207;7.1821807932517014;7.936085581595012;12.80489601459282;8.113470722016823;8.857462103791425
2021-12-06;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Midtown East,Yellow Zone;1.388612983327421;1.3786578228638315;1.4002571244911077;1.5205839416058393;1.3810975609756098;9.70069173465768;9.522278579789308;12.11388472251982;15.614370802919709;12.021097560975608;6.8926350866496;6.395119924701978;9.882979040307008;14.09791475994007;9.986751590579617
2021-12-07;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.347121469362556;1.3582708565959483;1.3726859937128886;1.3106697224344284;1.3697478991596639;10.029063127025776;9.55913223799649;12.10789381767377;11.900713012477718;11.429170168067227;5.998297487425732;5.7957689020479135;8.800522249358401;8.74268884499011;9.884976686504292
2021-12-08;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.3349929982884705;1.3432458082885164;1.3501925096254812;1.3272148800783161;1.332319391634981;10.089530107359575;9.98840714963619;12.842527126356318;12.343467939304944;11.713460076045626;6.338094545766121;6.209211537028211;9.28098399047911;8.997771407061716;9.044275819138159
2021-12-09;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.3743085433312845;1.3538840937114673;1.3971055418284504;1.3594627594627595;1.333248859604663;10.117910264290105;10.184232429099877;13.104818213907517;12.513362637362638;12.159680689305628;6.131305883667093;6.239770738907759;9.6669770618108;9.229460055408559;9.214091870705587
2021-12-10;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;1.381787521079258;1.3859022556390976;1.4413733534873678;1.4151242728714966;1.4084314262250206;10.240212478920743;10.259114661654136;12.943273591017059;12.57258064516129;11.085053380782917;6.546953501181641;6.526769248137212;9.991468109901872;10.336152360286338;7.936920485486365
2021-12-11;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,East Village,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.475678002582867;1.4704805491990847;1.5209068010075566;1.510326797385621;1.5185961236249346;9.96932845458459;9.616933638443935;11.687229219143578;11.097848366013073;14.350157150340493;7.27741752654767;6.701776113687075;7.644850102320056;7.949454588034814;12.36021404788723
2021-12-12;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.4648607206746742;1.4668555240793202;1.459140137840499;1.4351699109204883;1.5472837022132797;9.812675696396626;9.868909348441926;10.986478503446014;11.201484658528537;13.545234741784038;6.939799199432652;7.498976792294351;7.970769065859085;8.393961122619356;12.459451994410404
2021-12-13;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.3673469387755102;1.3735813953488372;1.4171180931744312;1.3739368165249088;1.353544776119403;9.815938606847698;9.330251162790697;11.779133261105091;12.12840218712029;11.520945273631842;6.27100340487518;5.787332092999027;8.986152642454204;9.710031725207974;9.539759806727817
2021-12-14;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.3639163559734155;1.3430474604496254;1.3663117134559535;1.3141937214918165;1.364435621100397;9.63365213162587;9.699283930058284;11.710242013552758;11.633243895894822;11.203706749858195;5.876077880556999;6.377769252283454;8.37219718314454;8.5760371483912;8.66966315389111
2021-12-15;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;1.380492515692902;1.361185086551265;1.366283676703645;1.355531686358754;1.3704106608648354;9.862530178657654;9.640564247669774;11.671295562599049;11.316299677765844;10.603769377209682;6.291444492668622;6.145276105045678;8.580014511599426;8.800496304510132;7.2502877578596285
2021-12-16;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Midtown East,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;1.369763779527559;1.3748723186925433;1.3810751834953383;1.380890052356021;1.5100982532751093;9.849385826771654;9.551498127340825;12.103431858758183;11.92529319371728;15.240382096069869;5.915775994593044;5.799874978540407;9.1363654399977;9.428854849148813;12.9795921167236
2021-12-17;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;1.3899227528089888;1.3963402764259296;1.5007895330475975;1.6174603174603175;1.4500283929585462;9.655635533707866;9.186030757251315;11.937942702458832;16.100425925925926;10.754346961953434;6.354980842504211;5.8602647803206125;9.05100844798892;14.06434799573791;7.9005873309428996
2021-12-18;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.4721091692602346;1.4510680576254347;1.7130759651307597;1.6388737014762165;1.5692307692307692;9.39444577447929;8.970640834575262;14.57080199252802;11.876763258611263;12.911065527065526;6.387562397012548;6.751512286020113;12.186020766787445;8.772292417091528;11.51592418033508
2021-12-19;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Lincoln Square East,Yellow Zone;1.464103334334635;1.7088207398039836;1.6174608463845386;1.4435160427807487;1.4951802927525883;9.408651246620607;14.370556433765412;12.967680773075642;8.894869652406417;10.418654052124241;6.737110995331891;11.740195623302625;11.746465578958697;6.300672743019623;8.283609996893372
2021-12-20;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Midtown East,Yellow Zone;1.385996011522269;1.389227394589325;1.4642857142857142;1.6341954988243197;1.470432145564822;9.174564591181031;8.785888374360225;10.52695163104612;13.444790057104468;10.698028809704322;5.91247431232216;5.482849409818518;7.964543909636756;12.187596684069595;8.98909828799153
2021-12-21;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Midtown East,Yellow Zone;1.3792007266121709;1.3769621421975993;1.4548449080428218;1.6677839851024208;1.4170180145649673;9.169961398728429;8.823568790397045;10.487447158934945;12.93117318435754;10.842165580682254;5.958713768723349;5.475191047184109;7.53807234092351;11.80662297198132;8.92263869086586
2021-12-22;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.3911596958174905;1.3711340206185567;1.488869615495808;1.6462264150943395;1.413844436174172;9.085598859315589;8.794305351006383;10.671032090199478;13.079716981132075;10.66698920729438;6.0887462750495205;5.782035419850816;7.879228558415821;11.599675343729885;12.705251133598722
2021-12-23;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;1.4203998987598077;1.4076450147019512;1.4866751269035532;1.4209928003031451;1.667584579071597;8.884130599848142;8.5211975407645;10.692163705583756;9.985979537703676;13.834421715184893;5.816936485508454;5.979414518308837;8.032051091458356;8.719226981550252;12.353926642948524
2021-12-24;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.4234505862646567;1.4379727685325265;1.637375745526839;1.7078651685393258;1.451213925790197;8.386901172529313;8.153298033282905;10.92993638170974;14.712;9.293724232707284;6.119457126357318;5.416066490230223;8.607213264905553;64.62053189422112;7.237443030609604
2021-12-25;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;1.7426376440460947;1.596467391304348;1.568429890848027;1.4920235096557515;1.7565733672603903;15.328777208706786;14.220176630434784;8.683459277917716;9.592527287993283;12.35453774385072;13.90310274796572;13.828008731575494;6.866197463348931;7.652053985049497;10.931436148773617
2021-12-26;Manhattan,Clinton East,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;1.625;1.7789203084832905;1.475181260457334;1.513142174432497;1.672496984318456;14.527395;17.124884318766068;10.273284997211377;9.16021505376344;13.797044632086852;12.978935029075979;14.056417182258475;8.332374503353485;6.73506773407762;11.197383011891192
2021-12-27;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.744343891402715;1.4089162182936203;1.6009577015163607;1.4073624595469256;1.5942642219087917;13.612330316742081;9.935088393543428;11.130806065442936;8.79757281553398;13.880535966149507;12.364014115876966;8.321824306930976;9.550359943215952;6.934015405385808;13.693775814658105
2021-12-28;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.4395527603074774;1.5985247629083246;1.7655677655677655;1.4194770746494885;1.5306030603060305;9.68361285814116;11.559185107130313;13.59671062271062;8.730200833649109;13.033208820882088;7.417249276514649;9.39271038531622;11.741137294770637;6.307680185790858;11.902974356255987
2021-12-29;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.6021978021978023;1.3944298080541964;1.4160997732426304;1.7018824433346138;1.5516511430990685;11.090736263736263;9.63372224313135;9.112622826908542;13.504302727621974;13.321718882303134;8.99568071329302;7.630510075752503;7.336287099084394;12.029645279709106;12.461202085783672
2021-12-30;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.43099006256901;1.5302973278133234;1.4708850931677018;1.7027677496991576;1.5593645484949832;9.57534044902466;11.398724124952953;9.010131987577639;14.351247492980347;12.559322742474917;7.2086290056392395;9.430099250666059;6.818913354421451;12.685728527811651;11.251051105479302
2021-12-31;Manhattan,Clinton East,Yellow Zone;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.5577751664708186;1.4385113268608414;1.4643628509719222;1.5982532751091703;1.4629094412331407;12.8233098315707;9.380056634304207;8.629019438444924;12.17070305676856;10.865852601156071;10.889085684990578;7.938921777356438;6.729159653124076;11.564264994638075;11.459846636005606
2022-01-01;Manhattan,Clinton East,Yellow Zone;Manhattan,Times Sq/Theatre District,Yellow Zone;Manhattan,East Village,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;1.5833333333333333;1.7410358565737052;1.5637547476939773;1.526164462334675;1.5719237435008666;11.957544091710758;12.101494023904381;10.89581660336408;10.600080506037953;10.362796071634893;11.677466921425149;10.461123606069977;10.1158544202157;8.8423831069858;9.108663854970407
2022-01-02;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;1.4963645176926805;1.5298226759806555;1.448194197750148;1.4765578635014838;1.4372320881812615;10.85683470673776;12.028479312197744;10.204262877442273;11.916148367952522;11.527066748315983;10.01384159054589;11.42834436171543;9.86445713470399;11.057119147071004;10.593986198308349
2022-01-03;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.3638547784303257;1.3697229551451187;1.4033805390589311;1.3796889295516925;1.4060721062618595;9.03210090763481;8.13957783641161;9.185975331201462;9.9275846294602;10.57685009487666;7.14606773736675;6.106277530202939;7.550671368203434;9.227462780094479;9.63370123549773
2022-01-04;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.3868943007783079;1.3488105474347951;1.3690196078431374;1.357391304347826;1.3582554517133956;8.85799899573186;8.434623101175122;9.28874117647059;9.806439130434782;10.24908767245216;6.197151390277436;6.071373895174145;7.00457253623397;8.27127970539144;8.312125869237498
2022-01-05;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;1.3669425633308252;1.3429613011777903;1.3723041997729852;1.3585814360770578;1.3576129881526986;8.77610484073238;8.567162086371285;9.065478622777148;10.296212784588441;9.464589732338744;5.653526499361137;6.327754263578069;6.747759993135537;8.293051310534791;8.005486552770412
2022-01-06;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.3702108365450012;1.357910906298003;1.3376336159233322;1.3647898493259318;1.378874388254486;8.761308093402858;8.344480286738351;9.412617029119057;9.109476605868357;10.090978792822186;5.408187741572934;5.1333453876116755;6.950968072148593;6.763208932932726;7.651485636510824
2022-01-07;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Clinton East,Yellow Zone;1.3768371546149325;1.3626564673157162;1.3759779107225034;1.3974540311173975;1.4983372921615201;8.468841857730746;8.153164116828929;8.674551311550852;9.575294672324375;11.110166270783848;5.4121089415841315;5.5719214720819465;6.0799731024878305;7.313509549782339;10.639679678692346
2022-01-08;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,East Village,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;1.473225404732254;1.4570496556723451;1.5085195001893221;1.5044247787610618;1.4648111332007951;9.046824408468245;8.549184487133019;11.00726997349489;10.780492497114274;9.427833001988072;6.4985123943747025;6.351396558008849;9.780093399565741;8.848340509270576;7.5323775489485785
2022-01-09;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Clinton East,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;1.5166261151662612;1.4244244244244244;1.461498973305955;1.4747000521648408;1.4036208732694355;9.307988645579886;9.955945945945945;10.55522587268994;10.574491392801251;8.809105431309904;7.3291844238952155;8.367020331104321;9.937017475474509;9.188346602677335;7.58279342964634
2022-01-10;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;1.336812804453723;1.3391255605381165;1.3296969696969696;1.3395904436860069;1.3435555555555556;8.786754813268383;8.251457399103138;9.139749494949493;9.764035836177476;9.243955555555557;5.464673225245918;5.063055327421064;6.781891531612108;6.994729799986961;7.107935675594936
2022-01-11;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.3415222636543103;1.3147675012774656;1.289839944328462;1.3385986229242608;1.2993710691823899;8.700855450756746;8.554854368932038;9.17403270702853;9.131057108140947;9.768846960167716;5.209895598649146;5.388036840629111;6.8955279506439755;6.353276978705089;6.843751562042172
2022-01-12;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Lenox Hill West,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.354449802718106;1.3491019478876802;1.321750751754093;1.383625730994152;1.3328012769353552;9.06731258220079;8.551960536301543;9.18641162712997;9.245438596491228;9.706464485235436;5.788801071308802;5.149066034437495;6.277671673485701;5.991847354966133;6.183975824197536
2022-01-13;Manhattan,Upper East Side North,Yellow Zone;Manhattan,Upper East Side South,Yellow Zone;Manhattan,Midtown Center,Yellow Zone;Manhattan,Murray Hill,Yellow Zone;Manhattan,Upper West Side South,Yellow Zone;1.371483787846253;1.3453931500241196;1.3290849673202614;1.3445764660789574;1.354215003866976;9.15371269057333;8.431640135069948;9.641712418300653;9.85780375622844;9.912993039443155;5.507459139931841;4.89717282032504;7.268952979334793;7.676459448893455;6.837517641824141
